0,suspicious_char_path,len_path,top_tld,suspicious_word_domain,num_special_char_domain,https_protocol,num_slash,num_dots,url_length,is_threat_threat
,0.0,64.0,0.0,0.0,0.0,0.0,5.0,3.0,64.0,False
,0.0,68.0,0.0,0.0,0.0,0.0,3.0,1.0,68.0,True
,0.0,69.0,0.0,0.0,0.0,0.0,2.0,2.0,69.0,True
,0.0,43.0,0.0,0.0,0.0,0.0,2.0,1.0,43.0,True
,0.0,23.0,0.0,0.0,0.0,0.0,5.0,6.0,118.0,False
,0.0,52.0,0.0,0.0,0.0,0.0,2.0,2.0,52.0,False
,0.0,20.0,0.0,0.0,0.0,0.0,6.0,3.0,50.0,True
,0.0,105.0,1.0,0.0,0.0,0.0,10.0,2.0,123.0,False
,0.0,10.0,0.0,0.0,0.0,0.0,3.0,3.0,258.0,True
,0.0,64.0,0.0,0.0,0.0,0.0,2.0,1.0,64.0,True
,1.0,97.0,0.0,0.0,0.0,0.0,9.0,5.0,97.0,False
,0.0,11.0,0.0,0.0,0.0,0.0,3.0,3.0,40.0,True
,0.0,102.0,0.0,0.0,0.0,0.0,5.0,1.0,102.0,True
,0.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,True
,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,37.0,True
,0.0,39.0,0.0,0.0,0.0,0.0,1.0,2.0,39.0,False
,1.0,43.0,0.0,0.0,0.0,0.0,2.0,2.0,43.0,False
,0.0,79.0,0.0,0.0,0.0,0.0,5.0,3.0,79.0,False
,0.0,55.0,0.0,0.0,0.0,0.0,4.0,2.0,55.0,True
,0.0,42.0,0.0,0.0,0.0,0.0,6.0,1.0,42.0,False
,0.0,42.0,0.0,0.0,0.0,0.0,2.0,2.0,42.0,False
,0.0,34.0,0.0,0.0,0.0,0.0,3.0,1.0,34.0,True
,0.0,23.0,0.0,0.0,0.0,0.0,2.0,1.0,23.0,False
,0.0,37.0,0.0,0.0,0.0,0.0,1.0,4.0,37.0,False
,0.0,33.0,0.0,0.0,0.0,0.0,2.0,3.0,33.0,False
,0.0,57.0,0.0,0.0,0.0,0.0,3.0,2.0,57.0,True
,0.0,200.0,1.0,0.0,0.0,0.0,6.0,1.0,216.0,False
,0.0,23.0,0.0,0.0,0.0,1.0,4.0,3.0,51.0,True
,0.0,26.0,0.0,0.0,0.0,0.0,2.0,1.0,26.0,False
,0.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,False
,0.0,48.0,0.0,0.0,0.0,0.0,2.0,1.0,48.0,True
,0.0,100.0,0.0,0.0,0.0,0.0,5.0,1.0,100.0,True
,0.0,30.0,0.0,0.0,0.0,0.0,3.0,1.0,30.0,True
,0.0,44.0,0.0,0.0,0.0,0.0,3.0,2.0,44.0,False
,0.0,43.0,0.0,0.0,0.0,0.0,4.0,1.0,81.0,True
,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,46.0,False
,0.0,37.0,0.0,0.0,0.0,0.0,3.0,1.0,37.0,True
,0.0,61.0,0.0,0.0,0.0,0.0,2.0,5.0,61.0,False
